business_id,name,address,city,state,postal_code,latitude,longitude,phone_number
89685,"SEIDENFADENS TAVERN",1134 E BRECKINRIDGE ST,LOUISVILLE,KY,40204,38.2392010000,-85.7328110000,(502) 582-9217
90602,"VFW POST 2921",2902 S 7TH STREET RD,LOUISVILLE,KY,40216,.0000000000,.0000000000,(502) 638-2121
90604,"BIG BAR",1202 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2367900000,-85.7184910000,(502) 552-8546
90608,"EL NOPAL",811 EASTERN PKWY,LOUISVILLE,KY,40217,38.2154580000,-85.7422969000,(502) 634-3171
90788,"VALLEY MASONIC LODGE 511",9619 DIXIE HWY,LOUISVILLE,KY,40272,38.1159000000,-85.8596000000,(502) 937-3978
89873,"HILLTOP TAVERN",1800 FRANKFORT AVE,LOUISVILLE,KY,40204,38.2566940000,-85.7166870000,(502) 742-2908
89878,"SIMPLY THAI",12003 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2496790000,-85.5348410000,(502) 690-6723
91381,"ZAXBYS",5025 MUD LN,LOUISVILLE,KY,40229,38.0916834000,-85.6711778000,(502) 632-1400
91454,"MORTONS STEAKHOUSE",626 W MAIN ST,LOUISVILLE,KY,40202,38.2570080000,-85.7603680000,(502) 584-0421
91465,"HIGHLANDS TAP ROOM GRILL",1058 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2386490000,-85.7220040000,(502) 584-5222
91466,"FUNMIS CAFE",3028 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2132548000,-85.6729190000,(502) 454-5009
91503,"SPALDING DINING SERVICES",812 S 2ND ST,LOUISVILLE,KY,40203,38.2433327000,-85.7555863000,(502) 873-4321
90226,"CATFISH HAVEN",7208 WHIPPLE RD,LOUISVILLE,KY,40272,38.0694000000,-85.8988000000,(502) 937-7658
90101,"QDOBA #2098",4059 SUMMIT PLAZA DR,LOUISVILLE,KY,40241,38.3075903000,-85.5773339000,(502) 429-5151
90118,"QDOBA #2713",1832 S 3RD ST,LOUISVILLE,KY,40208,38.2207623000,-85.7614495000,(502) 442-0201
90120,"QDOBA #2274",2730 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,.0000000000,.0000000000,(502) 493-9606
90126,"QDOBA #2546",11910 STANDIFORD PLAZA DR,LOUISVILLE,KY,40229,38.0888000000,-85.6671000000,(502) 736-6198
90679,"BJS SPORTS PUB",8238 DIXIE HWY,LOUISVILLE,KY,40258,38.1324836000,-85.8467666000,(502) 935-1103
90698,"JASMIN BAKERY",2201 STEIER LN,LOUISVILLE,KY,40218,38.1974786000,-85.6570700000,(502) 458-0013
90708,"SUBWAY",2716 W BROADWAY,LOUISVILLE,KY,40211,38.2495499000,-85.7979291000,(502) 775-1471
90047,"WING STOP",4812 DIXIE HWY,LOUISVILLE,KY,40216,38.1725000000,-85.8254000000,(502) 409-6000
90052,"ARATA SUSHI",9207 US HWY 42,PROSPECT,KY,40059,.0000000000,.0000000000,(502) 409-4880
89958,"NEWBURG BOYS AND GIRLS CLUB",5020 E INDIAN TRAIL,LOUISVILLE,KY,40218,38.1822692000,-85.6695505000,(502) 690-3402
90452,"FLORAL GRIND",10700 W MANSLICK RD,FAIRDALE,KY,40118,.0000000000,.0000000000,(502) 494-5561
91975,"RIVIERA MAYA",8104 NATIONAL TURNPIKE,LOUISVILLE,KY,40214,38.1323000000,-85.7516000000,(502) 269-9667
91978,"BUFFALO WILD WINGS",10206 WESTPORT RD,LOUISVILLE,KY,40241,38.2920990000,-85.5617520000,(502) 394-9596
91980,"SUBWAY",10500 DIXIE HWY,LOUISVILLE,KY,40272,38.1028520000,-85.8700790000,(502) 935-8058
92019,"MERLES WHISKEY KITCHEN",122 W MAIN ST,LOUISVILLE,KY,40202,38.2557790000,-85.7527240000,(502) 290-8888
92407,"GAME",2295 LEXINGTON RD,LOUISVILLE,KY,40206,38.2458590000,-85.7046670000,(502) 618-1712
92420,"CARRETA TWO",10105 DIXIE HWY,LOUISVILLE,KY,40272,38.1086880000,-85.8660660000,
92421,"MUSSEL AND BURGER BAR",9200 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.2120350000,-85.5882660000,(502) 384-4834
91646,"NEW VIEW BAR AND GRILL",7601 OUTER LOOP,LOUISVILLE,KY,40219,38.1375075000,-85.6198956000,(502) 231-1793
92778,"EHRLERS FH28",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 454-7565
92868,"SIDEBAR",129 N 2ND ST,LOUISVILLE,KY,40202,38.3363972000,-85.6505834000,(502) 384-1600
92126,"HEINE BROTHERS COFFEE",4305 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2513261000,-85.6361294000,(502) 899-2800
92131,"PANERA BREAD #1669",13000 SHELBYVILLE RD,LOUISVILLE,KY,40223,.0000000000,.0000000000,(502) 254-5905
92244,"8 TASTE OF CHINA",1167 S 4TH ST,LOUISVILLE,KY,40203,38.2358860000,-85.7601470000,(502) 585-5582
92917,"HAPPY DRAGON",12613 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.1894310000,-85.5178142000,(502) 297-8788
92939,"PORTLAND BEER DEPOT",3633 PFLANZ AVE,LOUISVILLE,KY,40212,38.2738880000,-85.8079200000,(502) 614-7827
92983,"JIMMY JOHNS #2200",4919 BROWNSBORO RD,LOUISVILLE,KY,40222,38.2814315000,-85.6324996000,(502) 425-2195
93155,"PRESTON CROSSINGS BAR AND GRILL",9700 PRESTON CROSSINGS BLVD,LOUISVILLE,KY,40229,.0000000000,.0000000000,(502) 961-9700
93156,"PRESTON CROSSINGS CINEMA CORE CONCESSION",9700 PRESTON CROSSINGS BLVD,LOUISVILLE,KY,40229,.0000000000,.0000000000,(502) 961-9700
93157,"PRESTON CROSSINGS SBARRO",9700 PRESTON CROSSINGS BLVD,LOUISVILLE,KY,40229,.0000000000,.0000000000,(502) 961-9700
93015,"LIL DIAMOND CAFE",3441 BRECKENRIDGE LN,LOUISVILLE,KY,40220,38.1988228000,-85.6245038000,(502) 873-8680
93031,"CINEMARK",5000 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2502606000,-85.6246614000,(502) 259-9649
92486,"GALT EMPLOYEE CAFETERIA",140 N 4TH ST,LOUISVILLE,KY,40202,38.2580180000,-85.7567520000,(502) 589-5200
93039,"ASIAN POT",2801 PACKERLAND WAY,LOUISVILLE,KY,40213,38.1561930000,-85.7129780000,(502) 969-6888
93049,"FAMILY CIRCLE CONCESSIONS",9125 GALENE DR,LOUISVILLE,KY,40299,38.1994550000,-85.5873800000,(502) 619-8433
93057,"WILTSHIRE PANTRY BAKERY AND DELI",901 BARRET AVE,LOUISVILLE,KY,40204,38.2402624000,-85.7310521000,(502) 581-8561
92314,"LIL ORBITS FH21",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 939-5503
92315,"RAISING CANES",10490 WESTPORT RD,LOUISVILLE,KY,40241,38.2932890000,-85.5583690000,(502) 425-4040
92327,"OLINE SPORTS GRILL",2813 N HURSTBOURNE PKWY,LOUISVILLE,KY,40223,.0000000000,.0000000000,(502) 384-6171
92328,"HOT LEGS",13601 DIXIE HWY,LOUISVILLE,KY,40272,38.0584508000,-85.8885048000,
92330,"QDOBA #2811",13006 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2431231000,-85.5150558000,(502) 244-6703
92337,"CATERING COMPANY",10340 EASTGATE PKWY,LOUISVILLE,KY,40243,.0000000000,.0000000000,(502) 243-0000
91913,"MIRALEA",320 N JOE CONWAY CIRCLE,MASONIC HOME,KY,40041,.0000000000,.0000000000,
92582,"REGENCY CENTER",1550 RAYDALE DR,LOUISVILLE,KY,40219,38.1222640000,-85.6719570000,(502) 968-6600
92583,"SOUTHERN EXPRESS",418 W OAK ST,LOUISVILLE,KY,40203,38.2350869000,-85.7612390000,(502) 634-3240
92154,"ABYSSINIA ETHIOPIAN RESTAURANT",558 S 5TH ST,LOUISVILLE,KY,40202,38.2493565000,-85.7595068000,(502) 384-8347
92184,"CHICAGO STEAK AND LEMONADE",5049 POPLAR LEVEL RD,LOUISVILLE,KY,40219,38.1653140000,-85.6788860000,(502) 966-6940
92188,"JETS PIZZA #007",6523 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1512526000,-85.5878666000,(502) 239-0000
93325,"GINZA ASIAN BISTRO",9420 SHELBYVILLE RD,LOUISVILLE,KY,40222,38.2461713000,-85.5755480000,(502) 749-8878
91738,"OCHARLEYS",962 BRECKENRIDGE LN,LOUISVILLE,KY,40207,38.2338053000,-85.6400294000,(502) 899-9430
91739,"CASPIAN GRILL",2716 FRANKFORT AVE,LOUISVILLE,KY,40206,38.2546157000,-85.6933060000,(502) 270-6050
91754,"TEDDY BEARS BAR AND GRILL",1148 GARVIN PL,LOUISVILLE,KY,40203,38.2355575000,-85.7620172000,(502) 589-2619
93180,"MCDONALDS #35637",12627 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.1883250000,-85.5165410000,(502) 266-7656
93192,"SOUPYS",3027 HUNSINGER LN,LOUISVILLE,KY,40220,38.2184330000,-85.6245330000,(502) 451-5325
93211,"LORDS KITCHEN",1811 STANDARD AVE,LOUISVILLE,KY,40210,38.2314840000,-85.7904210000,(502) 413-0112
92029,"WHITE CASTLE",2350 GREENE WAY,LOUISVILLE,KY,40299,38.2122320000,-85.5964410000,(502) 491-3114
92038,"CHILIS",6641 DIXIE HWY,LOUISVILLE,KY,40258,38.1545180000,-85.8346100000,(502) 691-9445
91917,"EDIBLE ARRANGEMENTS",4814 DIXIE HWY,LOUISVILLE,KY,40216,38.1724180000,-85.8254185000,(502) 445-2545
91707,"OCHARLEYS",1901 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,.0000000000,.0000000000,(501) 491-8372
92279,"FEED MY SHEEP MINISTRY",2401 W MADISON ST,LOUISVILLE,KY,40211,38.2539199000,-85.7917844000,(502) 776-8273
92295,"DUNKIN DONUTS #351288",12401 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2463480000,-85.5255660000,(502) 600-0084
92342,"MILKWOOD",316 W MAIN ST,LOUISVILLE,KY,40202,38.2563420000,-85.7555760000,(502) 584-6455
92373,"HIBACHI SUSHI BUFFET",5316 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1685419000,-85.6046455000,(502) 491-8228
92375,"CHINA ONE ZHENG",816 EASTERN PKWY,LOUISVILLE,KY,40217,38.2148000000,-85.7417000000,
92377,"OCHARLEYS",10641 FISCHER PARK DR,LOUISVILLE,KY,40222,38.2963980000,-85.5547040000,(502) 339-2264
93573,"TARASCO #8",2247 S PRESTON ST,LOUISVILLE,KY,40217,38.2152790000,-85.7434690000,(502) 636-0025
93574,"ROOF TOP GRILL",708 LOUIS COLEMAN JR. DR,LOUISVILLE,KY,40211,.0000000000,.0000000000,(502) 785-4069
93598,"CHINA KING",3830 RUCKRIEGEL PKWY,LOUISVILLE,KY,40299,.0000000000,.0000000000,(502) 240-0500
93095,"MANSION MILLIONAIRE 6",700 CENTRAL AVE,LOUISVILLE,KY,40208,38.2018590000,-85.7711110000,(502) 638-3925
93130,"PANDA EXPRESS #2178",1232 S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,.0000000000,.0000000000,(502) 326-8430
92092,"JETS PIZZA",3624 S HURSTBOURNE PKWY,LOUISVILLE,KY,40299,.0000000000,.0000000000,(502) 491-1700
92093,"CATTLEMANS ROADHOUSE",2901 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,38.2092249000,-85.6000493000,(502) 384-7623
92095,"MANGOS MEXICAN GRILL",4632 HENDRIK DR,LOUISVILLE,KY,40299,38.1839536000,-85.6080164000,(502) 671-5291
93222,"HAVANA RUMBA EXPRESS",2210 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2241950000,-85.6934140000,(502) 749-4600
91770,"TRYANGLES",209 S PRESTON ST,LOUISVILLE,KY,40202,38.2534790000,-85.7458420000,(502) 583-6395
91775,"FAIRDALE YOUTH BASEBALL CONCESSION",709 FAIRDALE RD,FAIRDALE,KY,40118,38.1078680000,-85.7546460000,(502) 641-5874
91803,"CAFE AROMA",2020 BROWNSBORO RD,LOUISVILLE,KY,40206,38.2596991000,-85.7079437000,(502) 640-0406
91804,"SCARLET HOPE",2305 SYCAMORE AVE,LOUISVILLE,KY,40206,38.2553479000,-85.7032776000,(502) 409-4673
92533,"ASSUMPTION GREEN SPORTS COMPLEX CONCESSIONS",4500 CHAMPIONS TRACE LN,LOUISVILLE,KY,40218,38.1937839000,-85.6773795000,(502) 271-2564
92536,"CHIPOTLE",315 S 4TH ST,LOUISVILLE,KY,40202,38.2533926000,-85.7570773000,(502) 584-4606
92537,"DECK",2900 S 7TH ST,LOUISVILLE,KY,40216,38.2072150000,-85.7889088000,(502) 637-5218
92539,"AMY ZS",813 LYNDON LN,LOUISVILLE,KY,40222,38.2631800000,-85.6075120000,(502) 639-5129
92568,"DOUBLE DRAGON",9204 BLUE LICK RD,LOUISVILLE,KY,40229,38.1154790000,-85.6900660000,(502) 966-8882
92643,"OTTS TAVERN",4229 HILLVIEW AVE,LOUISVILLE,KY,40216,38.1881911000,-85.8125074000,(502) 409-6525
92726,"ACAPULCO",5404 ANTLE DR,LOUISVILLE,KY,40229,38.0870865000,-85.6654573000,(502) 969-6464
92746,"AMERICAN LEGION POST 45",2719 GREENWOOD AVE,LOUISVILLE,KY,40211,38.2423660000,-85.7985753000,(502) 775-5711
92747,"CRUSHED ICE EVENTS",226 E WASHINGTON ST,LOUISVILLE,KY,40202,38.2565763000,-85.7492322000,(502) 589-4700
92879,"NOWHERE BAR LOUISVILLE",1133 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2379370000,-85.7194965000,(502) 451-0466
91685,"HEART SONG",9260 STONESTREET RD,LOUISVILLE,KY,40272,38.1186940000,-85.8455280000,(502) 936-3300
91692,"OCHARLEYS",4801 OUTER LOOP,LOUISVILLE,KY,40218,38.1406381000,-85.6714077000,(502) 968-8996
91695,"ZOES KITCHEN",3723 LEXINGTON RD,LOUISVILLE,KY,40207,38.2528000000,-85.6592710000,(502) 409-8963
93344,"BORSALINO LLC",3825 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1960410000,-85.6536620000,(502) 807-5325
93345,"MAPLE INN",9416 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.2063380000,-85.5824370000,(502) 267-0502
93357,"FRESH SUSHI",7519 OUTER LOOP,LOUISVILLE,KY,40228,38.1374475000,-85.6212812000,(502) 408-6885
93494,"SENOR IGUANAS",4000 DUTCHMANS LN,LOUISVILLE,KY,40207,38.2333230000,-85.6347140000,(502) 742-1900
91937,"YUM GERMAN ROASTED NUTS",1 ARENA PLAZA,LOUISVILLE,KY,40202,38.2566416000,-85.7539205000,(502) 649-0074
92066,"JIMMY JOHNS",5105 DIXIE HWY,LOUISVILLE,KY,40216,38.1678430000,-85.8288570000,(502) 447-4700
91664,"TIN ROOF",3921 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2531990000,-85.6546550000,(502) 895-1914
91668,"ST. RITA BASKETBALL AND FOOTBALL CONCESSION",8709 PRESTON HWY,LOUISVILLE,KY,40219,38.1257854000,-85.6796920000,(502) 969-6116
93714,"ZAXBYS",10715 DIXIE HWY,LOUISVILLE,KY,40272,38.0980147000,-85.8725382000,(502) 271-6990
91847,"PAPA MURPHYS NW1",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 387-2705
92897,"QDOBA #2837",6403 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1535010000,-85.5889522000,(502) 239-0258
92904,"DIXIE CHICKEN",3947 DIXIE HWY,LOUISVILLE,KY,40216,38.1926714000,-85.8076404000,
92445,"GALT HOUSE DOWN ONE",321 W MAIN ST,LOUISVILLE,KY,40202,38.2565303000,-85.7556208000,(502) 873-8707
92609,"DIORIOS PIZZA AND PUB",919 BAXTER AVE,LOUISVILLE,KY,40204,38.2420587000,-85.7256974000,(502) 614-8424
92610,"MCDONALDS",1245 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2367756000,-85.7172770000,(502) 459-3475
93427,"FRESH SUSHI",1250 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2347920000,-85.7177270000,(502) 408-6855
93857,"JETS PIZZA #11",235 BLANKENBAKER PKWY,LOUISVILLE,KY,40243,.0000000000,.0000000000,(502) 244-4440
93861,"CHIPOTLE",10333 WESTPORT RD,LOUISVILLE,KY,40241,38.2931677000,-85.5605538000,(502) 526-5170
94615,"WILD RITAS",445 E MARKET ST,LOUISVILLE,KY,40202,38.2539030000,-85.7444720000,(502) 584-7482
94642,"JOY LUCK ASIAN CUISINE",1285 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2359390000,-85.7157140000,(859) 433-5969
94951,"DAIRY DEL #3",1516 S SHELBY ST,LOUISVILLE,KY,40217,38.2239369000,-85.7426742000,(502) 552-0500
94976,"CAFE BAR MAHALA",3952 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1933210000,-85.6498180000,(804) 512-7247
95326,"KY KINGDOM DIPPIN DOTS",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 813-8207
95295,"KY KINGDOM CLOCK TOWER",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 813-8207
95296,"KY KINGDOM CACTUS JACKS",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 813-8207
95298,"KY KINGDOM TOUCANS BEACHSIDE GRILL",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 813-8207
95300,"KY KINGDOM TRIPLE TREATS",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 813-8207
95301,"FDKY BBQ",9606 TAYLORSVILLE RD,LOUISVILLE,KY,40299,38.2046440000,-85.5787695000,(502) 785-4273
95274,"KY KINGDOM COMMISSARY",937 PHILLIPS LN,LOUISVILLE,KY,40209,38.1950523000,-85.7383241000,(502) 813-8207
94367,"MASALA GRILL",528 S 5TH ST,LOUISVILLE,KY,40202,38.2504000000,-85.7596000000,(602) 430-5897
94490,"JETS PIZZA",101 S HUBBARDS LN,LOUISVILLE,KY,40207,38.2516230000,-85.6399738000,(502) 895-4655
94491,"TACO LUCHADOR",938 BAXTER AVE,LOUISVILLE,KY,40204,38.2412562000,-85.7250926000,(502) 583-0440
94493,"SODEXO AT GE #5",4000 BUECHEL BANK RD,LOUISVILLE,KY,40218,38.1749800000,-85.6520080000,(502) 452-4508
94494,"SODEXO AT GE #1",4000 BUECHEL BANK RD,LOUISVILLE,KY,40218,38.1749800000,-85.6520080000,(502) 452-4508
94495,"SODEXO AT GE #3",4000 BUECHEL BANK RD,LOUISVILLE,KY,40218,38.1749800000,-85.6520080000,(502) 452-4508
94496,"WEST END BAPTIST CHURCH",1400 S 4TH ST,LOUISVILLE,KY,40208,38.2291089000,-85.7613873000,(502) 435-9642
94094,"EL MOLCAJETE",8106 PRESTON HWY,LOUISVILLE,KY,40219,38.1343320000,-85.6845466000,(502) 742-3485
95617,"BURGER KING #885",4030 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2520140000,-85.6496389000,(502) 896-9124
95463,"HOLIDAY INN LOUISVILLE EAST",1325 S HURSTBOURNE PKWY,LOUISVILLE,KY,40222,38.2247211000,-85.5762434000,(502) 426-2600
93807,"MASHA-ALLAH AFRICAN RESTAURANT",3927 BARDSTOWN RD,LOUISVILLE,KY,40218,38.1948000000,-85.6513000000,(502) 491-3152
93849,"STARBUCKS",3600 MALL RD,LOUISVILLE,KY,40218,38.1985900000,-85.6707170000,(502) 456-6768
94247,"EATERY",2900 S 7TH ST,LOUISVILLE,KY,40216,38.2072150000,-85.7889088000,(502) 294-3965
94248,"ORIENTAL CAFE",3360 HIKES LN,LOUISVILLE,KY,40220,38.2192118000,-85.6261825000,(502) 451-0077
94027,"COMMONWEALTH TAP",9411 NORTON COMMONS BLVD,PROSPECT,KY,40059,.0000000000,.0000000000,(502) 744-4421
94042,"BRASSERIE PROVENCE",150 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,.0000000000,.0000000000,(502) 883-3153
94043,"PIZZA DONISI",1394 S 2ND ST,LOUISVILLE,KY,40208,38.2289206000,-85.7580438000,(502) 235-7909
94057,"CHINA ONE",8105 LAGRANGE RD,LOUISVILLE,KY,40222,38.2627331000,-85.6065381000,(502) 327-6863
95492,"SOUTH PARK SHARKS",915 S PARK RD,FAIRDALE,KY,40118,.0000000000,.0000000000,(502) 969-7125
95126,"AFC SUSHI AT KROGER #346",3039 BRECKENRIDGE LN,LOUISVILLE,KY,40220,38.2180320000,-85.6280296000,(502) 452-6445
94667,"LEGENDS BAR AND GRILL",2523 W BROADWAY,LOUISVILLE,KY,40211,38.2498360000,-85.7943010000,(847) 533-1212
94669,"MIRAGE MEDITERRANEAN CUISINE",4100 PRESTON HWY,LOUISVILLE,KY,40213,38.1926161000,-85.7285732000,(502) 363-7788
94680,"JIMMY JOHNS",332 W BROADWAY,LOUISVILLE,KY,40203,38.2460480000,-85.7579980000,(502) 589-0089
94682,"SWEET PEACHES",1800 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203,38.2535359000,-85.7808990000,(502) 650-0008
95547,"ST. MARYS CENTER INC",14207 AIKEN RD,LOUISVILLE,KY,40245,38.2628290000,-85.4903030000,(502) 254-7298
95549,"OLMSTED",3701 FRANKFORT AVE,LOUISVILLE,KY,40206,38.2534710000,-85.6624760000,(502) 899-7670
94316,"COMFORT SUITES",1850 RESOURCE WAY,LOUISVILLE,KY,40299,38.2159834000,-85.5405087000,(502) 266-6509
94317,"SLEEP INN",1850 PRIORITY WAY,LOUISVILLE,KY,40299,38.2161754000,-85.5415643000,(502) 266-6776
94902,"PENN STATION",4600 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2494816000,-85.6308412000,(502) 721-7366
94613,"ASPEN CREEK",8000 BARDSTOWN RD,LOUISVILLE,KY,40291,38.1308670000,-85.5793070000,(502) 239-2200
94370,"JIMMY JOHNS",5023 MUD LN,LOUISVILLE,KY,40229,38.0916411000,-85.6706737000,(502) 964-5033
94418,"HOLLYS POUR HOUSE",907 ULRICH AVE,LOUISVILLE,KY,40219,38.1587230000,-85.7069750000,(502) 966-0654
94420,"SODEXO AT GE #4",4000 BUECHEL BANK RD,LOUISVILLE,KY,40218,38.1749800000,-85.6520080000,(502) 452-4508
94340,"CONFERENCE CENTER KITCHEN",201 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,38.2497410000,-85.7510070000,(502) 540-3888
94341,"JEWISH HOSPITAL MAIN KITCHEN",200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,38.2490200000,-85.7509000000,(502) 540-3886
94568,"OSAKA JAPAN ONE",4819 DIXIE HWY,LOUISVILLE,KY,40216,38.1720167000,-85.8253004000,
93896,"MOMMAS MUSTARD PICKLES AND BBQ",102 BAUER AVE,LOUISVILLE,KY,40207,38.2531030000,-85.6622460000,(502) 938-6262
93910,"KFC",2513 S PRESTON ST,LOUISVILLE,KY,40217,.0000000000,.0000000000,(502) 636-2828
94432,"EINSTEINS BAGELS",2001 NEWBURG RD,LOUISVILLE,KY,40205,38.2207340000,-85.7041630000,(502) 272-8437
94433,"BELLARMINE FRANCISCOS",2001 NEWBURG RD,LOUISVILLE,KY,40205,38.2207340000,-85.7041630000,
94434,"BELLARMINE PIZZA HUT EXPRESS",2001 NEWBURG RD,LOUISVILLE,KY,40205,38.2207340000,-85.7041630000,
94435,"LENNYS SUB SHOP",3942 TAYLORSVILLE RD,LOUISVILLE,KY,40220,38.1725000000,-85.2965000000,(502) 454-7831
94844,"BRAZEIROS",450 S 4TH ST,LOUISVILLE,KY,40202,38.2520870000,-85.7573010000,(502) 290-8220
94873,"HIGHLANDS TAP ROOM",1058 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2386490000,-85.7220040000,(502) 459-2337
94876,"4TH AVE UNITED METHODIST CHURCH",318 W ST. CATHERINE ST,LOUISVILLE,KY,40203,.0000000000,.0000000000,(502) 585-2176
95229,"TOGO SUSHI",700 LYNDON LN,LOUISVILLE,KY,40220,38.2599441000,-85.6051218000,(502) 883-0666
95809,"IMPELLIZZERIS",4933 OLD BROWNSBORO RD,LOUISVILLE,KY,40222,38.2672682000,-85.6606529000,(502) 425-9080
95833,"LOUVINO",1606 BARDSTOWN RD,LOUISVILLE,KY,40205,38.2305923000,-85.7046196000,(502) 365-1921
94260,"THAI NOODLES",5800 PRESTON HWY,LOUISVILLE,KY,40219,38.1659330000,-85.7042010000,(502) 961-9018
94271,"SUBWAY #782",14010 SHELBYVILLE RD,LOUISVILLE,KY,40245,38.2399076000,-85.4920761000,(502) 489-3896
94273,"CHILL BAR HIGHLANDS",1117 BARDSTOWN RD,LOUISVILLE,KY,40204,38.2383251000,-85.7204305000,(502) 889-9427
94278,"INSOMNIA COOKIES",1913 S 4TH ST,LOUISVILLE,KY,40208,38.2195481000,-85.7630220000,(502) 593-6150
94148,"CLAY OVEN INDIAN RESTAURANT",12567 SHELBYVILLE RD,LOUISVILLE,KY,40243,38.2437514000,-85.5204570000,(502) 254-4363
94149,"ROOSTERS",10430 SHELBYVILLE RD,LOUISVILLE,KY,40223,38.2452876000,-85.5622790000,(502) 883-1990
95710,"PANERA BREAD",4024 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2523020000,-85.6508060000,(502) 822-7559
95067,"TAVERN ON FOURTH",427 S 4TH ST,LOUISVILLE,KY,40202,38.2520128000,-85.7571870000,
93996,"BARRYS CHEESESTEAKS",7502 PRESTON HWY,LOUISVILLE,KY,40219,38.1427388000,-85.6893990000,(502) 883-2874
94796,"WHITE CASTLE #43",4020 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2523859000,-85.6518051000,(502) 259-9145
94801,"JIM PATTERSON STADIUM #2",3015 S 3RD ST,LOUISVILLE,KY,40208,38.2059520000,-85.7637330000,(502) 852-3579
94825,"SUBWAY #382",5338 S 3RD ST,LOUISVILLE,KY,40214,38.1710936000,-85.7680867000,(502) 361-3626
94826,"PANERA BREAD",2125 S HURSTBOURNE PKWY,LOUISVILLE,KY,40220,.0000000000,.0000000000,(502) 822-7681
95590,"JIMMY JOHNS",10520 WESTPORT RD,LOUISVILLE,KY,40241,38.2949960000,-85.5564347000,(502) 425-0022
95591,"EGGS OVER FRANKFORT",2712 FRANKFORT AVE,LOUISVILLE,KY,40206,38.2542870000,-85.6932790000,(502) 709-4452
95357,"NIKKO ENTERPRISE CORP",200 N HURSTBOURNE PKWY,LOUISVILLE,KY,40222,.0000000000,.0000000000,(626) 890-5111
95358,"FUN FOOD KITCHEN",4104 MURPHY LN,LOUISVILLE,KY,40241,.0000000000,.0000000000,(502) 329-2266
95429,"BLAZE PIZZA",4600 SHELBYVILLE RD,LOUISVILLE,KY,40207,38.2494816000,-85.6308412000,(502) 895-7800
94446,"HAPPY ENDINGS CAFE",723 S 4TH ST,LOUISVILLE,KY,40202,38.2454297000,-85.7584004000,(502) 533-5217
94447,"META",425 W CHESTNUT ST,LOUISVILLE,KY,40202,38.2491611000,-85.7591124000,(502) 822-6382
94456,"LONG JOHN SILVERS LAB",13425 EASTPOINT CENTRE DR,LOUISVILLE,KY,40223,38.2803100000,-85.5106230000,(502) 815-6156
94457,"EVAN WILLIAMS 3RD FLOOR CATERING ROOM",528 W MAIN ST,LOUISVILLE,KY,40202,38.2568179000,-85.7594441000,(502) 585-3923
94489,"CASTAWAY LOUNGE",6909 SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,38.1499221000,-85.6598085000,(502) 553-3731
